image_path,split,label
images/test/28.jpg,test,inadequado
images/train/987.jpg,train,inadequado
images/train/841.jpg,train,adequado
images/train/1213.jpg,train,adequado
images/train/517.jpg,train,inadequado
images/train/901.jpg,train,inadequado
images/train/578.jpg,train,adequado
images/train/37.jpg,train,adequado
images/train/932.jpg,train,inadequado
images/valid/980.jpg,valid,inadequado
images/train/447.jpg,train,adequado
images/train/1222.jpg,train,inadequado
images/train/629.jpg,train,inadequado
images/train/364.jpg,train,adequado
images/train/354.jpg,train,inadequado
images/valid/1170.jpg,valid,adequado
images/test/153.jpg,test,adequado
images/train/1407.jpg,train,adequado
images/train/959.jpg,train,adequado
images/train/1168.jpg,train,adequado
images/train/55.jpg,train,adequado
images/test/69.jpg,test,adequado
images/train/854.jpg,train,adequado
images/train/1322.jpg,train,adequado
images/train/165.jpg,train,adequado
images/train/1379.jpg,train,adequado
images/train/631.jpg,train,inadequado
images/train/823.jpg,train,inadequado
images/train/424.jpg,train,adequado
images/valid/1360.jpg,valid,inadequado
images/test/146.jpg,test,adequado
images/train/334.jpg,train,adequado
images/train/491.jpg,train,adequado
images/train/1253.jpg,train,adequado
images/train/1369.jpg,train,inadequado
images/train/816.jpg,train,adequado
images/train/902.jpg,train,adequado
images/train/676.jpg,train,adequado
images/test/v14.jpg,test,adequado
images/valid/370.jpg,valid,inadequado
images/train/849.jpg,train,inadequado
images/valid/770.jpg,valid,adequado
images/train/25.jpg,train,adequado
images/train/1268.jpg,train,adequado
images/train/376.jpg,train,adequado
images/train/197.jpg,train,adequado
images/train/684.jpg,train,adequado
images/train/701.jpg,train,adequado
images/train/585.jpg,train,adequado
images/train/972.jpg,train,inadequado
images/train/62.jpg,train,inadequado
images/valid/1240.jpg,valid,inadequado
images/test/24.jpg,test,adequado
images/test/30.jpg,test,adequado
images/train/962.jpg,train,adequado
images/train/1245.jpg,train,adequado
images/train/1499.jpg,train,adequado
images/train/646.jpg,train,adequado
images/train/1272.jpg,train,inadequado
images/train/1217.jpg,train,adequado
images/test/175.jpg,test,inadequado
images/test/57.jpg,test,inadequado
images/train/1546.jpg,train,adequado
images/test/v18.jpg,test,adequado
images/train/283.jpg,train,inadequado
images/train/776.jpg,train,inadequado
images/train/607.jpg,train,inadequado
images/train/508.jpg,train,inadequado
images/train/852.jpg,train,adequado
images/train/973.jpg,train,adequado
images/train/1068.jpg,train,adequado
images/test/v66.jpg,test,adequado
images/test/v89.jpg,test,adequado
images/train/904.jpg,train,adequado
images/train/109.jpg,train,adequado
images/train/113.jpg,train,adequado
images/train/709.jpg,train,inadequado
images/train/784.jpg,train,inadequado
images/train/1075.jpg,train,adequado
images/train/1439.jpg,train,inadequado
images/train/747.jpg,train,inadequado
images/train/425.jpg,train,inadequado
images/test/v7.jpg,test,adequado
images/train/1406.jpg,train,adequado
images/train/627.jpg,train,adequado
images/train/1511.jpg,train,inadequado
images/valid/780.jpg,valid,inadequado
images/train/868.jpg,train,adequado
images/train/824.jpg,train,inadequado
images/test/92.jpg,test,adequado
images/test/91.jpg,test,adequado
images/train/1036.jpg,train,inadequado
images/train/539.jpg,train,adequado
images/train/295.jpg,train,adequado
images/train/605.jpg,train,inadequado
images/test/102.jpg,test,adequado
images/train/338.jpg,train,adequado
images/train/451.jpg,train,adequado
images/train/1413.jpg,train,adequado
images/train/89.jpg,train,inadequado
images/train/628.jpg,train,adequado
images/train/358.jpg,train,adequado
images/test/43.jpg,test,inadequado
images/train/674.jpg,train,inadequado
images/train/111.jpg,train,inadequado
images/train/261.jpg,train,adequado
images/train/549.jpg,train,adequado
images/train/457.jpg,train,inadequado
images/test/165.jpg,test,inadequado
images/train/1063.jpg,train,adequado
images/train/1098.jpg,train,adequado
images/train/673.jpg,train,adequado
images/valid/330.jpg,valid,adequado
images/train/1032.jpg,train,inadequado
images/train/556.jpg,train,adequado
images/train/411.jpg,train,inadequado
images/valid/400.jpg,valid,adequado
images/valid/580.jpg,valid,inadequado
images/train/1354.jpg,train,adequado
images/train/259.jpg,train,adequado
images/train/685.jpg,train,inadequado
images/test/36.jpg,test,adequado
images/test/81.jpg,test,adequado
images/test/v57.jpg,test,adequado
images/train/1229.jpg,train,inadequado
images/train/1113.jpg,train,adequado
images/train/1475.jpg,train,inadequado
images/train/193.jpg,train,inadequado
images/valid/1000.jpg,valid,adequado
images/train/876.jpg,train,adequado
images/train/46.jpg,train,inadequado
images/train/1318.jpg,train,adequado
images/train/218.jpg,train,inadequado
images/train/847.jpg,train,inadequado
images/test/v50.jpg,test,adequado
images/train/788.jpg,train,inadequado
images/train/844.jpg,train,inadequado
images/train/494.jpg,train,adequado
images/test/98.jpg,test,adequado
images/test/6.jpg,test,adequado
images/train/468.jpg,train,adequado
images/train/449.jpg,train,inadequado
images/train/1216.jpg,train,inadequado
images/train/1279.jpg,train,inadequado
images/train/383.jpg,train,adequado
images/valid/1550.jpg,valid,adequado
images/train/692.jpg,train,inadequado
images/train/649.jpg,train,inadequado
images/test/168.jpg,test,adequado
images/train/56.jpg,train,adequado
images/train/107.jpg,train,adequado
images/train/566.jpg,train,inadequado
images/test/161.jpg,test,adequado
images/train/321.jpg,train,inadequado
images/train/105.jpg,train,adequado
images/train/149.jpg,train,adequado
images/train/1254.jpg,train,adequado
images/test/86.jpg,test,adequado
images/valid/760.jpg,valid,adequado
images/test/31.jpg,test,adequado
images/train/302.jpg,train,inadequado
images/test/138.jpg,test,inadequado
images/test/v54.jpg,test,adequado
images/test/v35.jpg,test,adequado
images/train/961.jpg,train,adequado
images/train/1361.jpg,train,adequado
images/train/752.jpg,train,inadequado
images/train/206.jpg,train,adequado
images/valid/360.jpg,valid,adequado
images/train/271.jpg,train,inadequado
images/train/1033.jpg,train,inadequado
images/valid/950.jpg,valid,adequado
images/train/1115.jpg,train,adequado
images/train/49.jpg,train,inadequado
images/test/104.jpg,test,adequado
images/test/143.jpg,test,inadequado
images/valid/640.jpg,valid,adequado
images/train/1495.jpg,train,adequado
images/train/194.jpg,train,inadequado
images/valid/320.jpg,valid,adequado
images/train/537.jpg,train,adequado
images/train/1243.jpg,train,adequado
images/valid/290.jpg,valid,inadequado
images/train/1348.jpg,train,adequado
images/train/947.jpg,train,inadequado
images/train/1192.jpg,train,inadequado
images/train/384.jpg,train,adequado
images/train/928.jpg,train,inadequado
images/train/216.jpg,train,adequado
images/train/306.jpg,train,adequado
images/train/651.jpg,train,inadequado
images/train/998.jpg,train,inadequado
images/train/318.jpg,train,inadequado
images/train/913.jpg,train,adequado
images/train/1347.jpg,train,adequado
images/train/756.jpg,train,adequado
images/train/878.jpg,train,adequado
images/train/1128.jpg,train,adequado
images/test/v79.jpg,test,inadequado
images/train/616.jpg,train,adequado
images/train/1415.jpg,train,adequado
images/test/177.jpg,test,adequado
images/valid/1160.jpg,valid,adequado
images/train/85.jpg,train,adequado
images/test/58.jpg,test,inadequado
images/train/1146.jpg,train,adequado
images/train/1078.jpg,train,inadequado
images/train/426.jpg,train,inadequado
images/train/444.jpg,train,inadequado
images/train/248.jpg,train,adequado
images/train/672.jpg,train,adequado
images/test/150.jpg,test,adequado
images/train/1265.jpg,train,inadequado
images/train/117.jpg,train,adequado
images/valid/700.jpg,valid,adequado
images/train/1526.jpg,train,adequado
images/train/1377.jpg,train,inadequado
images/test/75.jpg,test,adequado
images/train/1207.jpg,train,inadequado
images/test/v26.jpg,test,adequado
images/train/314.jpg,train,adequado
images/test/93.jpg,test,inadequado
images/train/179.jpg,train,adequado
images/valid/1250.jpg,valid,inadequado
images/test/v39.jpg,test,adequado
images/train/1376.jpg,train,inadequado
images/train/1035.jpg,train,inadequado
images/train/532.jpg,train,adequado
images/train/939.jpg,train,inadequado
images/train/414.jpg,train,adequado
images/train/1101.jpg,train,adequado
images/train/708.jpg,train,adequado
images/train/507.jpg,train,adequado
images/train/1196.jpg,train,inadequado
images/test/46.jpg,test,adequado
images/train/59.jpg,train,adequado
images/train/1237.jpg,train,inadequado
images/train/1296.jpg,train,inadequado
images/train/93.jpg,train,adequado
images/test/v69.jpg,test,inadequado
images/train/1009.jpg,train,inadequado
images/train/1284.jpg,train,adequado
images/train/1416.jpg,train,adequado
images/train/1023.jpg,train,adequado
images/train/18.jpg,train,adequado
images/train/818.jpg,train,inadequado
images/train/815.jpg,train,adequado
images/train/8.jpg,train,adequado
images/train/1244.jpg,train,inadequado
images/train/1111.jpg,train,inadequado
images/test/v56.jpg,test,adequado
images/test/v32.jpg,test,adequado
images/train/1205.jpg,train,adequado
images/train/826.jpg,train,adequado
images/train/256.jpg,train,inadequado
images/train/409.jpg,train,inadequado
images/train/1446.jpg,train,adequado
images/test/9.jpg,test,adequado
images/train/286.jpg,train,adequado
images/train/553.jpg,train,inadequado
images/valid/1060.jpg,valid,inadequado
images/test/v27.jpg,test,adequado
images/train/178.jpg,train,adequado
images/train/858.jpg,train,inadequado
images/test/v24.jpg,test,adequado
images/train/101.jpg,train,adequado
images/valid/1510.jpg,valid,adequado
images/train/1483.jpg,train,adequado
images/train/864.jpg,train,adequado
images/train/322.jpg,train,adequado
images/train/462.jpg,train,inadequado
images/test/v19.jpg,test,adequado
images/test/13.jpg,test,adequado
images/train/743.jpg,train,adequado
images/train/1396.jpg,train,adequado
images/train/1081.jpg,train,adequado
images/test/v40.jpg,test,adequado
images/train/1176.jpg,train,inadequado
images/train/1186.jpg,train,adequado
images/train/198.jpg,train,adequado
images/train/375.jpg,train,adequado
images/train/828.jpg,train,adequado
images/train/1252.jpg,train,inadequado
images/train/827.jpg,train,adequado
images/train/1453.jpg,train,adequado
images/train/1388.jpg,train,inadequado
images/test/17.jpg,test,inadequado
images/train/1303.jpg,train,inadequado
images/train/1058.jpg,train,inadequado
images/train/643.jpg,train,adequado
images/train/1048.jpg,train,adequado
images/train/545.jpg,train,inadequado
images/train/1309.jpg,train,inadequado
images/train/1172.jpg,train,adequado
images/train/1466.jpg,train,adequado
images/train/686.jpg,train,inadequado
images/train/1102.jpg,train,inadequado
images/train/1456.jpg,train,inadequado
images/train/1093.jpg,train,inadequado
images/train/558.jpg,train,adequado
images/train/869.jpg,train,adequado
images/train/1242.jpg,train,inadequado
images/train/1071.jpg,train,adequado
images/train/1037.jpg,train,inadequado
images/train/173.jpg,train,inadequado
images/train/641.jpg,train,adequado
images/train/1327.jpg,train,inadequado
images/train/496.jpg,train,inadequado
images/test/180.jpg,test,adequado
images/train/1339.jpg,train,adequado
images/train/498.jpg,train,adequado
images/train/833.jpg,train,inadequado
images/train/1349.jpg,train,adequado
images/valid/1120.jpg,valid,adequado
images/train/534.jpg,train,adequado
images/train/472.jpg,train,adequado
images/train/783.jpg,train,adequado
images/train/1431.jpg,train,adequado
images/train/1149.jpg,train,adequado
images/train/1016.jpg,train,adequado
images/test/v55.jpg,test,adequado
images/test/59.jpg,test,adequado
images/train/347.jpg,train,adequado
images/train/1462.jpg,train,adequado
images/test/66.jpg,test,adequado
images/train/1342.jpg,train,adequado
images/train/224.jpg,train,adequado
images/valid/340.jpg,valid,inadequado
images/train/792.jpg,train,inadequado
images/train/949.jpg,train,adequado
images/train/373.jpg,train,adequado
images/test/v8.jpg,test,adequado
images/train/915.jpg,train,adequado
images/train/1395.jpg,train,adequado
images/train/598.jpg,train,inadequado
images/train/794.jpg,train,inadequado
images/train/1045.jpg,train,inadequado
images/train/1432.jpg,train,adequado
images/test/67.jpg,test,adequado
images/train/716.jpg,train,inadequado
images/train/782.jpg,train,inadequado
images/train/1246.jpg,train,inadequado
images/valid/860.jpg,valid,adequado
images/train/1332.jpg,train,adequado
images/train/918.jpg,train,inadequado
images/train/1391.jpg,train,inadequado
images/train/78.jpg,train,adequado
images/train/982.jpg,train,adequado
images/test/178.jpg,test,adequado
images/train/1356.jpg,train,adequado
images/valid/600.jpg,valid,adequado
images/train/169.jpg,train,inadequado
images/test/v93.jpg,test,adequado
images/valid/1380.jpg,valid,inadequado
images/test/113.jpg,test,inadequado
images/train/213.jpg,train,adequado
images/train/862.jpg,train,adequado
images/test/179.jpg,test,adequado
images/train/459.jpg,train,adequado
images/train/825.jpg,train,adequado
images/train/343.jpg,train,adequado
images/train/1532.jpg,train,adequado
images/train/531.jpg,train,inadequado
images/train/1436.jpg,train,adequado
images/train/63.jpg,train,inadequado
images/train/1072.jpg,train,inadequado
images/valid/1520.jpg,valid,adequado
images/train/1533.jpg,train,adequado
images/train/999.jpg,train,inadequado
images/train/625.jpg,train,adequado
images/train/988.jpg,train,adequado
images/valid/1220.jpg,valid,inadequado
images/train/604.jpg,train,adequado
images/train/1479.jpg,train,adequado
images/train/603.jpg,train,inadequado
images/train/1496.jpg,train,adequado
images/train/1507.jpg,train,adequado
images/train/1437.jpg,train,adequado
images/train/1282.jpg,train,inadequado
images/train/885.jpg,train,inadequado
images/train/464.jpg,train,adequado
images/test/v15.jpg,test,adequado
images/train/1159.jpg,train,inadequado
images/train/441.jpg,train,adequado
images/valid/440.jpg,valid,inadequado
images/train/1485.jpg,train,adequado
images/train/525.jpg,train,inadequado
images/train/442.jpg,train,inadequado
images/test/72.jpg,test,adequado
images/train/1429.jpg,train,inadequado
images/train/763.jpg,train,inadequado
images/train/721.jpg,train,adequado
images/train/183.jpg,train,adequado
images/train/991.jpg,train,inadequado
images/train/1164.jpg,train,adequado
images/train/475.jpg,train,adequado
images/train/243.jpg,train,inadequado
images/train/265.jpg,train,inadequado
images/train/103.jpg,train,adequado
images/valid/260.jpg,valid,inadequado
images/train/1509.jpg,train,adequado
images/train/336.jpg,train,inadequado
images/train/417.jpg,train,inadequado
images/train/1297.jpg,train,adequado
images/train/1136.jpg,train,inadequado
images/test/15.jpg,test,adequado
images/train/887.jpg,train,adequado
images/train/68.jpg,train,adequado
images/train/799.jpg,train,adequado
images/valid/650.jpg,valid,adequado
images/train/739.jpg,train,inadequado
images/train/807.jpg,train,adequado
images/train/689.jpg,train,inadequado
images/train/1373.jpg,train,inadequado
images/train/791.jpg,train,adequado
images/train/1194.jpg,train,inadequado
images/train/548.jpg,train,adequado
images/train/761.jpg,train,inadequado
images/test/60.jpg,test,inadequado
images/train/174.jpg,train,adequado
images/train/294.jpg,train,inadequado
images/test/16.jpg,test,adequado
images/train/1539.jpg,train,inadequado
images/train/1425.jpg,train,inadequado
images/test/151.jpg,test,adequado
images/train/1334.jpg,train,adequado
images/train/94.jpg,train,adequado
images/valid/190.jpg,valid,adequado
images/train/884.jpg,train,inadequado
images/train/1477.jpg,train,adequado
images/train/1038.jpg,train,inadequado
images/train/699.jpg,train,adequado
images/train/522.jpg,train,inadequado
images/test/171.jpg,test,adequado
images/train/429.jpg,train,adequado
images/test/118.jpg,test,adequado
images/train/331.jpg,train,inadequado
images/train/1433.jpg,train,inadequado
images/test/v75.jpg,test,inadequado
images/test/v73.jpg,test,adequado
images/train/1109.jpg,train,adequado
images/train/838.jpg,train,inadequado
images/train/1331.jpg,train,adequado
images/train/1344.jpg,train,inadequado
images/train/469.jpg,train,inadequado
images/train/86.jpg,train,adequado
images/train/395.jpg,train,inadequado
images/train/407.jpg,train,inadequado
images/train/521.jpg,train,adequado
images/train/27.jpg,train,inadequado
images/train/697.jpg,train,adequado
images/train/219.jpg,train,adequado
images/train/1187.jpg,train,inadequado
images/train/1287.jpg,train,adequado
images/train/1464.jpg,train,adequado
images/train/288.jpg,train,adequado
images/train/1544.jpg,train,inadequado
images/train/931.jpg,train,inadequado
images/train/1181.jpg,train,adequado
images/train/396.jpg,train,adequado
images/train/703.jpg,train,adequado
images/train/519.jpg,train,inadequado
images/test/164.jpg,test,adequado
images/train/647.jpg,train,adequado
images/train/1022.jpg,train,inadequado
images/test/20.jpg,test,adequado
images/train/209.jpg,train,inadequado
images/train/311.jpg,train,adequado
images/train/691.jpg,train,inadequado
images/test/v3.jpg,test,adequado
images/train/1027.jpg,train,inadequado
images/train/1258.jpg,train,adequado
images/train/238.jpg,train,inadequado
images/train/968.jpg,train,adequado
images/train/374.jpg,train,inadequado
images/train/1454.jpg,train,adequado
images/test/112.jpg,test,adequado
images/train/232.jpg,train,inadequado
images/valid/1010.jpg,valid,inadequado
images/train/9.jpg,train,adequado
images/test/62.jpg,test,adequado
images/test/v37.jpg,test,adequado
images/train/1525.jpg,train,adequado
images/train/1281.jpg,train,inadequado
images/train/1424.jpg,train,inadequado
images/test/160.jpg,test,adequado
images/train/511.jpg,train,adequado
images/train/467.jpg,train,inadequado
images/train/1492.jpg,train,adequado
images/valid/350.jpg,valid,adequado
images/train/796.jpg,train,adequado
images/train/61.jpg,train,adequado
images/train/856.jpg,train,adequado
images/train/636.jpg,train,inadequado
images/train/775.jpg,train,adequado
images/test/137.jpg,test,adequado
images/train/738.jpg,train,adequado
images/train/696.jpg,train,adequado
images/train/479.jpg,train,adequado
images/test/123.jpg,test,adequado
images/valid/1540.jpg,valid,adequado
images/train/978.jpg,train,adequado
images/test/v61.jpg,test,inadequado
images/test/166.jpg,test,adequado
images/valid/940.jpg,valid,adequado
images/train/588.jpg,train,adequado
images/train/602.jpg,train,inadequado
images/train/88.jpg,train,adequado
images/train/667.jpg,train,adequado
images/test/48.jpg,test,inadequado
images/train/624.jpg,train,adequado
images/train/87.jpg,train,adequado
images/test/7.jpg,test,inadequado
